Comment,ClusterName,Signal,id,relevant,sentiment,favorite,tags
nothing,"anything, something, never, heard",0.1288324413,946,true,Negative,"",""
Heat seal with iron,"iron, heat, seal, permanent",0.0794080691,947,true,Positive,"",""
immediate drying stencil ink,"quick, materials, dries, surfaces",0.2129819045,948,true,Positive,"",""
dries fast,"pigments, fast, drying, convenient",0.1378972566,949,true,Positive,"",""
"heat seal ,permanent designs","heat, seal, sealed, immediately",0.1275410965,950,true,Positive,"",""
screen printed look,"printed, screen, print, look",0.1620057655,951,true,Positive,"",""
it has the potential to be used to create a multi colored project in one session,off-topic,0.1360391426,952,true,Positive,"",""
that you can heat seal with iron fast drying,"iron, heat, seal, permanent",0.1352629577,953,true,Positive,"",""
The packaging,"clothing, fabrics, well, brand",0.1129068519,954,true,Positive,"",""
That is is a spray that can be used just like a paint but with faster results and easier use.,off-topic,0.1106904487,955,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,956,true,Negative,"",""
variety of uses,"different, type, aspect, even",0.1444078837,957,true,Positive,"",""
no wait to dry,"dry, waiting, paint, need",0.1340015689,958,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,959,true,Positive,"",""
It is a spray and it is a fast setting process.,"different, type, aspect, even",0.2606697639,960,true,Positive,"",""
Really don't know,"love, shirts, idea, iron",0.1759386054,961,true,Neutral,"",""
great for arts & crafts that I love doing; will look for this,"love, shirts, idea, iron",0.1733324897,962,true,Positive,"",""
It seems to outlast the competion,"never, clear, exactly, next",0.2055269317,963,true,Positive,"",""
none,none,0.0287608299,964,true,Negative,"",""
it is a spray that drys fast,"pigments, fast, drying, convenient",0.1888254477,965,true,Positive,"",""
none,none,0.0287608299,966,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,967,true,Negative,"",""
heat seals,"heat, seal, sealed, immediately",0.072308503,968,true,Positive,"",""
Acid-free multi-surface,off-topic,0.0,969,true,Positive,"",""
get screen prited look .fast dry,"never, clear, exactly, next",0.367868338,970,true,Positive,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,971,true,Positive,"",""
you can use it on paper and fabric,off-topic,0.1007407393,972,true,Positive,"",""
"I wouldn't use this product, but I suppose the fact that it's supposed to be very easy to use.","product, products, never, innovative",0.3371220186,973,true,Mixed,"",""
You don't have to wait for It to dry,"love, shirts, idea, iron",0.1779813163,974,true,Positive,"",""
no waiting for the paint to dryscreen printed look,"printed, screen, print, look",0.262279261,975,true,Positive,"",""
don't have to wait for it to dry,"dry, waiting, paint, need",0.1340015689,976,true,Positive,"",""
ACID-FREE,off-topic,0.0,977,true,Positive,"",""
stencils,off-topic,0.0588713444,978,true,Positive,"",""
I want to try this on t-shirts,"love, shirts, idea, iron",0.2207397422,979,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,980,true,Negative,"",""
its cool,off-topic,0.0853128811,981,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,982,true,Neutral,"",""
"its acid free, it is ink so it dries quickly, and it comes in a lot of colors","acid, free, heat, print",0.3524458848,983,true,Positive,"",""
don't wait for paint to dry.,"dry, waiting, paint, need",0.1904220524,984,true,Positive,"",""
use on fabics,off-topic,0.0,985,true,Positive,"",""
it will help a lot with crafting,"never, clear, exactly, next",0.2166931888,986,true,Positive,"",""
It has the capability of a heat seal so you don't have to wait for dry time.,"heat, seal, sealed, immediately",0.2159195397,987,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,988,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,989,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,990,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,991,true,Positive,"",""
instant dry,"dry, waiting, paint, need",0.126998707,992,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,993,true,Positive,"",""
just different,"different, type, aspect, even",0.1452588907,994,true,Positive,"",""
that it is a archival ink spayer,"colors, 10, pigment, color",0.100520578,995,true,Positive,"",""
"fast drying, spray paint that can be heat-sealed.","right, fast, away, drying",0.3022878103,996,true,Positive,"",""
"Heat sealing would be a problem.  Other than that, I would consider it.","heat, seal, rather, results",0.1827236121,997,true,Mixed,"",""
Quick dry on many surfaces.,"dry, waiting, paint, need",0.1886269849,998,true,Positive,"",""
Very easy to use,"easy, way, quick, effecient",0.2084864571,999,true,Positive,"",""
nothing to me,"anything, something, never, heard",0.1288324413,1000,true,Negative,"",""
its fun and easy,"easy, way, quick, effecient",0.1732935839,1001,true,Positive,"",""
fast dryng,"pigments, fast, drying, convenient",0.1325900719,1002,true,Positive,"",""
heat set,"heat, seal, sealed, immediately",0.0676382761,1003,true,Positive,"",""
new way to decorate clothing for a unique look,off-topic,0.2991868727,1004,true,Positive,"",""
Acid Free ink,"acid, free, heat, print",0.1227811438,1005,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1006,true,Negative,"",""
noen,off-topic,0.0,1007,true,Negative,"",""
nOTHING,"anything, something, never, heard",0.1288324413,1008,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,1009,true,Negative,"",""
Dries fast and last longer,off-topic,0.1832353789,1010,true,Positive,"",""
I do not use stencil materials at all and I think this is expensive.,"quick, materials, dries, surfaces",0.3164175052,1011,true,Negative,"",""
heat seal with iron,"iron, heat, seal, permanent",0.0794080691,1012,true,Positive,"",""
Screen printed look and iron on fabric option,"iron, heat, seal, permanent",0.1550814721,1013,true,Positive,"",""
dries quickly,"quick, materials, dries, surfaces",0.1517804078,1014,true,Positive,"",""
Nothing at this time.,"anything, something, never, heard",0.1821965857,1015,true,Negative,"",""
for design and innovation,off-topic,0.0357630492,1016,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1017,true,Positive,"",""
spray in an easy bottle,"easy, way, quick, effecient",0.2574129573,1018,true,Positive,"",""
Seriously... nothing!,"anything, something, never, heard",0.156691192,1019,true,Negative,"",""
no more waiting for pain tot dry,"dry, waiting, paint, need",0.186534695,1020,true,Positive,"",""
No more waiting for paint to dry.,"dry, waiting, paint, need",0.2150710673,1021,true,Positive,"",""
I haven't tried but it sounds interesting I would like to try on silk scarf,"never, clear, exactly, next",0.320241913,1022,true,Positive,"",""
nice,off-topic,0.0617794081,1023,true,Positive,"",""
Everything,"anything, something, never, heard",0.1290051261,1024,true,Positive,"",""
The quick dry aspect and its' permanent capabilities,off-topic,0.2177155514,1025,true,Positive,"",""
acid-free and multisursuface,off-topic,0.0,1026,true,Positive,"",""
makes screen print easy to do at home,"printed, screen, print, look",0.2709117916,1027,true,Positive,"",""
no more waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,1028,true,Positive,"",""
not use,off-topic,0.0,1029,true,Negative,"",""
acid-free,off-topic,0.0,1030,true,Positive,"",""
Heat seal instead of waiting for paint to dry and washing.,"heat, seal, sealed, immediately",0.3283957637,1031,true,Positive,"",""
didn't I already do this?? what...fast drying?? was that what I said last time?,"never, clear, exactly, next",0.307238237,1032,true,Positive,"",""
none,none,0.0287608299,1033,true,Negative,"",""
easy to use,"easy, way, quick, effecient",0.1702284794,1034,true,Positive,"",""
the instant dry is great!,"dry, waiting, paint, need",0.1555410151,1035,true,Positive,"",""
n/a,off-topic,0.0,1036,true,Negative,"",""
don't know,"love, shirts, idea, iron",0.1153556605,1037,true,Neutral,"",""
Heat seal is exciting!,"heat, seal, sealed, immediately",0.1007261639,1038,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1039,true,Negative,"",""
Acid-free ink,"colors, 10, pigment, color",0.1065903343,1040,true,Positive,"",""
no waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,1041,true,Positive,"",""
heat sealing function,off-topic,0.0384075678,1042,true,Positive,"",""
"I never heard of this before and if I were going to stencil something, I might use this.","anything, something, never, heard",0.4185349227,1043,true,Neutral,"",""
its a spray,"quick, materials, dries, surfaces",0.1078593875,1044,true,Positive,"",""
"heat seal with an iron, acid free","iron, heat, seal, permanent",0.1622982843,1045,true,Positive,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,1046,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1047,true,Negative,"",""
dry fast,"dry, waiting, paint, need",0.1379444779,1048,true,Positive,"",""
Iron drying and sealing for permanent design,"iron, heat, seal, permanent",0.0845255559,1049,true,Positive,"",""
none,none,0.0287608299,1050,true,Negative,"",""
Ink spray,"colors, 10, pigment, color",0.1376123212,1051,true,Positive,"",""
new idea for decoration,off-topic,0.1081686427,1052,true,Positive,"",""
?,off-topic,0.0,1053,"","","",""
nothing,"anything, something, never, heard",0.1288324413,1054,true,Negative,"",""
Can be used on fabrics,"clothing, fabrics, well, brand",0.1495354579,1055,true,Positive,"",""
It has a variety of colors that can be used on clothing and other mediums and you can use an iron to make it permanent.,"iron, heat, seal, permanent",0.3162742367,1056,true,Positive,"",""
No more waiting to dry,"dry, waiting, paint, need",0.1603395723,1057,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,1058,true,Positive,"",""
no need to wait for paint to dry,"dry, waiting, paint, need",0.2940774108,1059,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1060,true,Negative,"",""
fast-drying is great,off-topic,0.0,1061,true,Positive,"",""
I don't do any of this type of DIY so I am totally outof my realm I apologize,off-topic,0.1052896003,1062,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,1063,true,Negative,"",""
norhing,off-topic,0.0,1064,true,Negative,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,1065,true,Positive,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,1066,true,Positive,"",""
ink,"colors, 10, pigment, color",0.0753707482,1067,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1068,true,Positive,"",""
No idea.,"never, clear, exactly, next",0.1288633897,1069,true,Negative,"",""
I don't know,"love, shirts, idea, iron",0.1631375396,1070,true,Neutral,"",""
Not interested,off-topic,0.0885317574,1071,true,Negative,"",""
Acid free and archival. Able to heat seal no waiting to dry on fabrics. Fast drying pigments,"acid, free, heat, print",0.4080283166,1072,true,Positive,"",""
"Nothing, paint like this has been around for awhile","art, artist, painted, price",0.2949586524,1073,true,Negative,"",""
Quick to be able to use the item.,"never, clear, exactly, next",0.2373650445,1074,true,Positive,"",""
The most innovative aspect of this product is the easy spray nozzle.  It will be much easier and cheaper than an airbrush or spray paint even and is versatile to use on any crafting endeavor.,"different, type, aspect, even",0.6462465402,1075,true,Positive,"",""
that it is acid free,"acid, free, heat, print",0.0948676897,1076,true,Positive,"",""
screen printing look,"printed, screen, print, look",0.1685739787,1077,true,Positive,"",""
Easy,"easy, way, quick, effecient",0.1203697121,1078,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1079,true,Positive,"",""
"Didn't we just do this one?  Same:  acid free, archival","acid, free, heat, print",0.1768085204,1080,true,Positive,"",""
Seals with a iron and is acid free,"iron, heat, seal, permanent",0.1233267351,1081,true,Positive,"",""
come in the right side,off-topic,0.1358937239,1082,true,Positive,"",""
Dries instantly,"never, clear, exactly, next",0.144813905,1083,true,Positive,"",""
"Honestly, even after reading this product description like three times, I don't get it.",off-topic,0.2788679496,1084,true,Neutral,"",""
It would be nice because it sets so fast.,off-topic,0.1270454993,1085,true,Positive,"",""
IS GOOD,"never, clear, exactly, next",0.2004838437,1086,true,Positive,"",""
Comes in a spray bottle,"never, clear, exactly, next",0.2480124068,1087,true,Positive,"",""
none,none,0.0287608299,1088,true,Negative,"",""
Quick drying,"quick, materials, dries, surfaces",0.2004378729,1089,true,Positive,"",""
it's a spray makes work easier and quicker,"never, clear, exactly, next",0.3235373433,1090,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,1091,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1092,true,Negative,"",""
it a spray that goes to a stencil,"never, clear, exactly, next",0.1883742656,1093,true,Positive,"",""
no waiting for it to dry,"dry, waiting, paint, need",0.1309167126,1094,true,Positive,"",""
"seals with heat, no drying time","heat, seal, sealed, immediately",0.1084992717,1095,true,Positive,"",""
"it's a spray paint, I don't know of any other paints you can spray in the bottle they come in","love, shirts, idea, iron",0.4570455784,1096,true,Positive,"",""
n/a,off-topic,0.0,1097,true,Negative,"",""
That you can use it on multiple surfaces!,"different, type, aspect, even",0.1503503726,1098,true,Positive,"",""
great color,"colors, 10, pigment, color",0.0382611159,1099,true,Positive,"",""
the color choices,"colors, 10, pigment, color",0.044144838,1100,true,Positive,"",""
Heat seal with an iron.,"iron, heat, seal, permanent",0.0794080691,1101,true,Positive,"",""
Less work..less time,"different, type, aspect, even",0.1816536553,1102,true,Positive,"",""
"It appears to be an at home way of making quality ""screen print"" type t-shirts.","different, type, aspect, even",0.2786535525,1103,true,Positive,"",""
It's a heat seal paint for permanent designs. It's also acid free which means it could be used on photos.,off-topic,0.3323685505,1104,true,Positive,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,1105,true,Positive,"",""
Quick drying,"quick, materials, dries, surfaces",0.2004378729,1106,true,Positive,"",""
no waiting,"anything, something, never, heard",0.0935456585,1107,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,1108,true,Positive,"",""
that you can heat seal it with an iron on fabric for permanent clothing designs,"iron, heat, seal, permanent",0.1780308457,1109,true,Positive,"",""
quick dry,"dry, waiting, paint, need",0.1256708689,1110,true,Positive,"",""
It drys fast. It is easy to use. It comes in a spray bottle,"never, clear, exactly, next",0.5063696835,1111,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1112,true,Positive,"",""
no,off-topic,0.0,1113,true,Negative,"",""
spray on,"quick, materials, dries, surfaces",0.1078593875,1114,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1115,true,Negative,"",""
n/a,off-topic,0.0,1116,true,Negative,"",""
That fact that it can be used both on fabric and posters etc,"different, type, aspect, even",0.2859823489,1117,true,Positive,"",""
fast dry pigments,"dry, waiting, paint, need",0.1776487018,1118,true,Positive,"",""
innovative,"price, quality, cost, innovative",0.0253710674,1119,true,Positive,"",""
na,na,0.0221823949,1120,true,Negative,"",""
The amount of thing you can do with them,"never, clear, exactly, next",0.2839626747,1121,true,Positive,"",""
screen printing at home = awesome,"printed, screen, print, look",0.1281424151,1122,true,Positive,"",""
heat seal to quick dry,"heat, seal, sealed, immediately",0.1545801502,1123,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1124,true,Positive,"",""
ink for clothing designs,"clothing, fabrics, well, brand",0.132006773,1125,true,Positive,"",""
na,na,0.0221823949,1126,true,Negative,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1127,true,Positive,"",""
fast-drying sprays,"quick, materials, dries, surfaces",0.1344471166,1128,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1129,true,Negative,"",""
Sounds good if your into that.,"never, clear, exactly, next",0.1920654902,1130,true,Positive,"",""
ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ,off-topic,0.0,1131,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,1132,true,Negative,"",""
heat seal,"heat, seal, sealed, immediately",0.0737506645,1133,true,Positive,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,1134,true,Positive,"",""
Never heard of it,"anything, something, never, heard",0.1508164869,1135,true,Neutral,"",""
Na,na,0.0221823949,1136,true,Negative,"",""
no wait for paint to dry,"dry, waiting, paint, need",0.1904220524,1137,true,Positive,"",""
ten colors,off-topic,0.0884253037,1138,true,Positive,"",""
I don't know,"love, shirts, idea, iron",0.1631375396,1139,true,Neutral,"",""
"no more waiting for paint to dry, ten fast-drying pigments","dry, waiting, paint, need",0.2555765294,1140,true,Positive,"",""
no comment,off-topic,0.077130487,1141,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,1142,true,Negative,"",""
iron on,"iron, heat, seal, permanent",0.0252221353,1143,true,Positive,"",""
nice size,off-topic,0.0310357989,1144,true,Positive,"",""
Not interested,off-topic,0.0885317574,1145,true,Negative,"",""
"Its fast drying and be used on clothing, posters, stationary.","right, fast, away, drying",0.3173436155,1146,true,Positive,"",""
Seems that it would make stenciling on clothing a lot easier. I like the fast dry!!,"never, clear, exactly, next",0.5050093064,1147,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1148,true,Negative,"",""
?,off-topic,0.0,1149,"","","",""
That you can iron it on.,"iron, heat, seal, permanent",0.0436860198,1150,true,Positive,"",""
nothing would not use,"anything, something, never, heard",0.1821965857,1151,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,1152,true,Negative,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,1153,true,Positive,"",""
I don't find it innovative at all.,"never, clear, exactly, next",0.1967924728,1154,true,Negative,"",""
acid free,"acid, free, heat, print",0.0948676897,1155,true,Positive,"",""
the fact that they are spray-on and can be heat sealed with an iron,"iron, heat, seal, permanent",0.1567978181,1156,true,Positive,"",""
"sprays paint, fast dry","dry, waiting, paint, need",0.2244424591,1157,true,Positive,"",""
The price.,"price, quality, cost, innovative",0.0785913103,1158,true,Positive,"",""
drys quickly,"quick, materials, dries, surfaces",0.1476330997,1159,true,Positive,"",""
Fast dry,"dry, waiting, paint, need",0.1379444779,1160,true,Positive,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,1161,true,Positive,"",""
the way that it is applied,off-topic,0.0724037235,1162,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1163,true,Negative,"",""
Acid free,"acid, free, heat, print",0.0948676897,1164,true,Positive,"",""
getting a screen printed look,"printed, screen, print, look",0.2071078595,1165,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1166,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,1167,true,Neutral,"",""
You can decorate your clothes with the sprayer,"love, shirts, idea, iron",0.195612202,1168,true,Positive,"",""
It would provide faster results with less work and less mess.,"heat, seal, rather, results",0.1869600292,1169,true,Positive,"",""
na,na,0.0221823949,1170,true,Negative,"",""
Nothing,"anything, something, never, heard",0.1288324413,1171,true,Negative,"",""
no idea,"never, clear, exactly, next",0.0911201767,1172,true,Negative,"",""
"that it's a spray, that you can heat seal it and it's fast drying.","heat, seal, sealed, immediately",0.1821938576,1173,true,Positive,"",""
New and different,"different, type, aspect, even",0.1452588907,1174,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1175,true,Negative,"",""
unsure,"never, clear, exactly, next",0.0902241664,1176,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,1177,true,Negative,"",""
"new, never seen before","never, clear, exactly, next",0.2121714247,1178,true,Positive,"",""
quick drying,"quick, materials, dries, surfaces",0.2004378729,1179,true,Positive,"",""
No long have to wait for the paint to dry . It dry's right away.,"right, fast, away, drying",0.3135165448,1180,true,Positive,"",""
No wating to dry,"dry, waiting, paint, need",0.1160710741,1181,true,Positive,"",""
You don't have to wait for it to dry.,"love, shirts, idea, iron",0.1541363413,1182,true,Positive,"",""
Works and dries fast,off-topic,0.0510707934,1183,true,Positive,"",""
looks good,"never, clear, exactly, next",0.2067789927,1184,true,Positive,"",""
dries fast,"pigments, fast, drying, convenient",0.1378972566,1185,true,Positive,"",""
sprayed paint,"art, artist, painted, price",0.1194576165,1186,true,Positive,"",""
heat seals,"heat, seal, sealed, immediately",0.072308503,1187,true,Positive,"",""
stencil,off-topic,0.0545952452,1188,true,Positive,"",""
Cruz fast,off-topic,0.0339111514,1189,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,1190,true,Neutral,"",""
paint made especially for stencils,"different, type, aspect, even",0.2031990738,1191,true,Positive,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,1192,true,Positive,"",""
heat seal on fabric,"heat, seal, sealed, immediately",0.1030558511,1193,true,Positive,"",""
nothing really its in a bottle which makes it easier to use,"never, clear, exactly, next",0.3526133814,1194,true,Negative,"",""
Dries fast.,"pigments, fast, drying, convenient",0.1378972566,1195,true,Positive,"",""
Nice ideas,off-topic,0.0896793582,1196,true,Positive,"",""
heat sealing,"heat, seal, sealed, immediately",0.0705522712,1197,true,Positive,"",""
not,off-topic,0.0,1198,true,Negative,"",""
spray bottle,"quick, materials, dries, surfaces",0.1748636026,1199,true,Positive,"",""
acid free multisurface,"acid, free, heat, print",0.1161887164,1200,true,Positive,"",""
acid free paint,"acid, free, heat, print",0.1271165928,1201,true,Positive,"",""
acid-free,off-topic,0.0,1202,true,Positive,"",""
it is stencil paint in a spray form instead of applying it with a brush,"different, type, aspect, even",0.2828319896,1203,true,Positive,"",""
acid free,"acid, free, heat, print",0.0948676897,1204,true,Positive,"",""
screen printed look,"printed, screen, print, look",0.1620057655,1205,true,Positive,"",""
Not a  product  i would  use.,"product, products, never, innovative",0.1216680956,1206,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,1207,true,Negative,"",""
Heat sealing with an iron,"iron, heat, seal, permanent",0.0778737539,1208,true,Positive,"",""
That it eliminate the drying time.,"quick, materials, dries, surfaces",0.2110097636,1209,true,Positive,"",""
easy spray stencil,"easy, way, quick, effecient",0.2407418584,1210,true,Positive,"",""
Drys quickly,"quick, materials, dries, surfaces",0.1476330997,1211,true,Positive,"",""
dries fast,"pigments, fast, drying, convenient",0.1378972566,1212,true,Positive,"",""
"iron on, paint on clothing,","iron, heat, seal, permanent",0.0677160915,1213,true,Positive,"",""
Acid free and don't have to wait til it dries,"acid, free, heat, print",0.1745475349,1214,true,Positive,"",""
I am not a craft person,off-topic,0.1347803002,1215,true,Negative,"",""
spray Ink,"colors, 10, pigment, color",0.1376123212,1216,true,Positive,"",""
mo more waiting for paint to dry. seal with an iron,"iron, heat, seal, permanent",0.1304014559,1217,true,Positive,"",""
"""No more waiting to dry""","dry, waiting, paint, need",0.1603395723,1218,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1219,true,Negative,"",""
look,"never, clear, exactly, next",0.1408784435,1220,true,Positive,"",""
nothing to me,"anything, something, never, heard",0.1288324413,1221,true,Negative,"",""
Acid free,"acid, free, heat, print",0.0948676897,1222,true,Positive,"",""
no more waiting for the paint to dry,"dry, waiting, paint, need",0.1862570079,1223,true,Positive,"",""
it is acide free,off-topic,0.0722939865,1224,true,Positive,"",""
it works quickly and easily,"art, artist, painted, price",0.0836858687,1225,true,Positive,"",""
na,na,0.0221823949,1226,true,Negative,"",""
No waiting for the paint to dry,"dry, waiting, paint, need",0.2150710673,1227,true,Positive,"",""
ease of stenciling on clothing,"clothing, fabrics, well, brand",0.1713003921,1228,true,Positive,"",""
quick use,"quick, materials, dries, surfaces",0.1778840253,1229,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,1230,true,Negative,"",""
The fact that it is fast drying,"never, clear, exactly, next",0.2568739683,1231,true,Positive,"",""
spray instead of messy,"never, clear, exactly, next",0.2127095442,1232,true,Positive,"",""
Fast drying. It's a spray instead of a paint brush.,"right, fast, away, drying",0.3731523109,1233,true,Positive,"",""
getting a screen printed look quickly.,"printed, screen, print, look",0.2577503535,1234,true,Positive,"",""
Fast drying,"pigments, fast, drying, convenient",0.1493740841,1235,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1236,true,Negative,"",""
dont have to wait for it to dry,"dry, waiting, paint, need",0.1668626173,1237,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,1238,true,Negative,"",""
design,off-topic,0.0253084111,1239,true,Positive,"",""
fast drying,"pigments, fast, drying, convenient",0.1493740841,1240,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,1241,true,Negative,"",""
Not much,off-topic,0.0,1242,true,Negative,"",""
that it can be sealed with heat,"heat, seal, sealed, immediately",0.0934006781,1243,true,Positive,"",""
Acid free,"acid, free, heat, print",0.0948676897,1244,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,1245,true,Neutral,"",""
nothing,"anything, something, never, heard",0.1288324413,1246,true,Negative,"",""
Getting a screen printed look,"printed, screen, print, look",0.2071078595,1247,true,Positive,"",""
Spray and fast drying,"pigments, fast, drying, convenient",0.2017055302,1248,true,Positive,"",""
While I'm sure its a great product I'm not interested in it at this time.,"product, products, never, innovative",0.2742913211,1249,true,Neutral,"",""
don't need to wait for the paint to dry,"dry, waiting, paint, need",0.2940774108,1250,true,Positive,"",""
No waiting for it to dry.,"dry, waiting, paint, need",0.1603395723,1251,true,Positive,"",""
not having to wait until the paint dries,"art, artist, painted, price",0.2108844489,1252,true,Positive,"",""
Liked stenciling but could be messy. Easy application.,off-topic,0.1484088875,1253,true,Positive,"",""
dries fast,"pigments, fast, drying, convenient",0.1378972566,1254,true,Positive,"",""
The spray feature and the fast-drying feature.,off-topic,0.0646882622,1255,true,Positive,"",""
less waiting time for drying,"different, type, aspect, even",0.2102235591,1256,true,Positive,"",""
no waiting for paint to dry,"dry, waiting, paint, need",0.1862570079,1257,true,Positive,"",""
Nothing relative to me,"different, type, aspect, even",0.1401317628,1258,true,Negative,"",""
screen printed look,"printed, screen, print, look",0.1620057655,1259,true,Positive,"",""
don't know,"love, shirts, idea, iron",0.1153556605,1260,true,Neutral,"",""
Nothing,"anything, something, never, heard",0.1288324413,1261,true,Negative,"",""
It can be dried practically immediately so it would be very useful in certain situations.,"different, type, aspect, even",0.3430577436,1262,true,Positive,"",""
Not at all interested in this. Not relative to my life.,"different, type, aspect, even",0.1855062813,1263,true,Negative,"",""
High pigment content,off-topic,0.0973623475,1264,true,Positive,"",""
Heat seal,"heat, seal, sealed, immediately",0.0737506645,1265,true,Positive,"",""
not sure,"anything, something, never, heard",0.1309808281,1266,true,Neutral,"",""
"Don't do paint stenciling but I would say that acid-free, ink spraying, not having to wait for it to dry is very innovative. I do know crafters.","love, shirts, idea, iron",0.559440031,1267,true,Positive,"",""
works quickly,off-topic,0.0442868275,1268,true,Positive,"",""
It's not a product for me but my older child would like it,off-topic,0.0906368878,1269,true,Mixed,"",""
never seen anything like it,"never, clear, exactly, next",0.2599328482,1270,true,Positive,"",""
nothing,"anything, something, never, heard",0.1288324413,1271,true,Negative,"",""
acid free multi surfacefast dryingpermanentassorted colors,"acid, free, heat, print",0.1741290823,1272,true,Positive,"",""
none,none,0.0287608299,1273,true,Negative,"",""
can be heat sealed on fabrics,"heat, seal, sealed, immediately",0.1181322633,1274,true,Positive,"",""
ANYONE,"never, clear, exactly, next",0.1161694038,1275,"","","",""
it heat seals,"heat, seal, sealed, immediately",0.072308503,1276,true,Positive,"",""
Nothing,"anything, something, never, heard",0.1288324413,1277,true,Negative,"",""
The heat seal,"heat, seal, sealed, immediately",0.0903257481,1278,true,Positive,"",""
"acid free, quick drying, versitile","acid, free, heat, print",0.1653229438,1279,true,Positive,"",""
It's acid free,"acid, free, heat, print",0.1161887164,1280,true,Positive,"",""
Acid free,"acid, free, heat, print",0.0948676897,1281,true,Positive,"",""
That it is quick drying.,"quick, materials, dries, surfaces",0.2454852569,1282,true,Positive,"",""
it is acide-free and multisurface ink.,"colors, 10, pigment, color",0.1305459653,1283,true,Positive,"",""
"Since I know nothing about stenciling and have no interest in it, I cannot answer this question.","never, clear, exactly, next",0.2387144631,1284,true,Neutral,"",""
nothing for my interest,off-topic,0.0561722333,1285,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,1286,true,Negative,"",""
Nothing.  Not my thing,"anything, something, never, heard",0.2134913679,1287,true,Negative,"",""
nothing,"anything, something, never, heard",0.1288324413,1288,true,Negative,"",""
The spray is innovative,"price, quality, cost, innovative",0.0944618496,1289,true,Positive,"",""
No waiting to dry.,"dry, waiting, paint, need",0.1603395723,1290,true,Positive,"",""
